county,state,fips,2015,2016,2017,2018
Hood River,oregon,41027,972603,1030921,1051387,1143163
Coos,new hampshire,33007,1142239,1156841,1138637,1146857
Covington,alabama,1039,1126948,1120631,1134066,1146899
Boone,arkansas,5009,1106264,1113842,1117118,1150136
McDonough,illinois,17109,1137526,1179808,1150678,1150422
Washington,iowa,19183,1024688,934993,1084028,1151368
Okeechobee,florida,12093,1202583,1154890,1274588,1151613
Marshall,kentucky,21157,1134531,1131830,1148245,1154718
Woodford,illinois,17203,1194641,1217365,1156829,1155062
Randolph,missouri,29175,1116604,1163422,1148961,1155633
Alcorn,mississippi,28003,1131780,1115435,1118241,1155768
Klickitat,washington,53039,1063666,1097871,1141146,1158803
Lonoke,arkansas,5085,1129147,1120170,1145735,1159033
Daviess,indiana,18027,1104312,1055918,1116774,1159916
Jackson,oklahoma,40065,1071006,1088957,1115074,1161027
Kleberg,texas,48273,1198964,1142031,1157189,1162135
Macoupin,illinois,17117,1195334,1074504,1096295,1163098
Elmore,idaho,16039,1075692,1146784,1136802,1163797
Davie,north carolina,37059,1050328,1092842,1165652,1167374
Grant,new mexico,35017,1224645,1176183,1208780,1170854
Escambia,alabama,1053,1152718,1162771,1163160,1172006
Boyle,kentucky,21021,1121562,1142634,1149019,1172393
Graves,kentucky,21083,1119325,1116481,1187750,1174116
Monroe,tennessee,47123,1074259,1135166,1138152,1174306
Delta,michigan,26041,1139487,1147124,1140664,1174550
Dallas,alabama,1047,1186330,1196803,1156152,1174931
Mecosta,michigan,26107,1152893,1202562,1196951,1175082
Door,wisconsin,55029,1135863,1144774,1152538,1176247
Somervell,texas,48425,1167454,1193111,1050082,1176285
Morrison,minnesota,27097,1153225,1169865,1157047,1177187
Wabash,indiana,18169,1145348,1155647,1139965,1180811
Polk,georgia,13233,1094434,1117842,1137185,1181529
Pennington,minnesota,27113,1148239,1084033,1124665,1182547
Malheur,oregon,41045,1034706,1000059,1112069,1183673
Tallapoosa,alabama,1123,1189686,1222578,1146322,1186139
Logan,kentucky,21141,1227146,1235117,1209259,1193555
Jackson,florida,12063,1135401,1154854,1161800,1199023
Bureau,illinois,17011,1214852,1156349,1196240,1200477
Vance,north carolina,37181,1208249,1215038,1208062,1202825
Pulaski,virginia,51155,1168884,1080600,1099433,1202833
Humboldt,nevada,32013,1162938,1183387,1245291,1203099
Clarion,pennsylvania,42031,1222337,1189419,1180605,1203238
Inyo,california,6027,1123225,1184726,1195289,1205264
Barton,kansas,20009,1225174,1187354,1172947,1205928
Columbia,oregon,41009,1125303,1161825,1171275,1206750
Wexford,michigan,26165,1105937,1128765,1176073,1208119
Caroline,maryland,24011,1130209,1174149,1202262,1210266
Gadsden,florida,12039,1111638,1152756,1186133,1210807
Clinton,illinois,17027,1124530,1196619,1173145,1210870
Whitley,indiana,18183,1104037,1169413,1188622,1211021
Polk,texas,48373,1130000,1162945,1185234,1212652
Duchesne,utah,49013,1327284,1192156,1227573,1215649
Hendry,florida,12051,1167900,1253739,1246870,1216050
Noble,ohio,39121,1438383,1439000,1365013,1222413
Fairfield,south carolina,45039,1549625,1738122,1608936,1222682
Cowley,kansas,20035,1259423,1236397,1220918,1223190
Roseau,minnesota,27135,1073768,1074654,1160892,1225610
Garrett,maryland,24023,1203901,1201151,1217228,1228093
Ripley,indiana,18137,1116090,1186941,1267581,1231942
Crawford,ohio,39033,1267182,1243057,1250396,1235200
Wasco,oregon,41065,1216453,1287913,1277098,1236735
Baldwin,georgia,13009,1221127,1221974,1226412,1237235
Latah,idaho,16057,1161801,1157231,1200539,1242423
Orleans,new york,36073,1271741,1216953,1228264,1244000
Lyon,kansas,20111,1190211,1184861,1191689,1244636
Clark,kentucky,21049,1199230,1202730,1216726,1245254
Seneca,new york,36099,1268235,1223935,1250509,1247337
Yankton,south dakota,46135,1172730,1204358,1225255,1247817
Franklin,illinois,17055,1053082,1093603,1129146,1247960
Murray,georgia,13213,1150996,1314181,1292956,1250877
Sheridan,wyoming,56033,1244991,1236459,1220697,1252386
Ware,georgia,13299,1217727,1235105,1245587,1253181
Pike,pennsylvania,42103,1196832,1235038,1216978,1253930
Oconee,georgia,13219,1108612,1150377,1201916,1254367
Pottawatomie,kansas,20149,1346577,1286248,1272609,1255957
Warren,tennessee,47177,1242011,1294840,1249868,1258085
Cass,indiana,18017,1164403,1214464,1220270,1258237
Muhlenberg,kentucky,21177,1504308,1311811,1228479,1258930
Huntingdon,pennsylvania,42061,1221304,1216704,1235321,1260972
Union,south dakota,46127,1150341,1244855,1280231,1261290
Valencia,new mexico,35061,1115840,1132206,1198220,1261642
Halifax,virginia,51083,1396749,1378420,1277654,1263884
Dickinson,michigan,26043,1161275,1202929,1230728,1268113
Red River,louisiana,22081,804981,821791,1094053,1271107
Woodward,oklahoma,40153,1370250,1320988,1307085,1271241
Austin,texas,48015,1263940,1214253,1260054,1271624
Gooding,idaho,16047,1085244,1285904,1359701,1272187
Becker,minnesota,27005,1167383,1220272,1259046,1274964
Newaygo,michigan,26123,1189506,1222990,1226650,1275064
Botetourt,virginia,51023,1213197,1181407,1194825,1275072
Logan,west virginia,54045,1218994,1136819,1220769,1276711
Nobles,minnesota,27105,1276693,1166846,1261977,1277102
Franklin,north carolina,37069,1189536,1195368,1236938,1279293
Van Wert,ohio,39161,1068746,1099937,1155863,1280158
Calloway,kentucky,21035,1273362,1262457,1275408,1280784
Brown,texas,48049,1237059,1249201,1274941,1284852
Jackson,north carolina,37099,1200620,1245747,1283418,1287707
Putnam,ohio,39137,1243560,1144342,1142089,1288471
Dorchester,maryland,24019,1263204,1273043,1279514,1288622
Beckham,oklahoma,40009,1383029,1197148,1251868,1290829
Gratiot,michigan,26057,1141807,1242948,1212339,1291648
Huntington,indiana,18069,1262001,1248905,1279718,1296402
Seward,kansas,20175,1335459,1245933,1232004,1298434
Tuscola,michigan,26157,1323873,1326081,1293788,1302518
Colquitt,georgia,13071,1178178,1206080,1271275,1302673
Person,north carolina,37145,1473982,1429239,1300679,1302748
Hancock,west virginia,54029,1216923,1233022,1285557,1305830
McDowell,north carolina,37111,1283270,1261653,1298305,1306127
Pike,alabama,1109,1305018,1327688,1315469,1309102
Barry,missouri,29009,1377581,1257080,1243222,1310883
Jasper,indiana,18073,1320619,1338731,1381534,1311535
Branch,michigan,26023,1184087,1245185,1260046,1313708
Allegany,new york,36003,1344667,1307134,1306720,1314918
St. Bernard,louisiana,22087,1341730,1369282,1325830,1317707
Camden,missouri,29029,1263748,1251989,1272992,1319233
Jackson,alabama,1071,1420121,1317412,1300797,1319359
Hardin,texas,48199,1282714,1249286,1258985,1320027
Franklin,virginia,51067,1294344,1276227,1302412,1320061
Dakota,nebraska,31043,1191919,1207866,1328078,1320460
Columbus,north carolina,37047,1338727,1330520,1325820,1321227
Carbon,wyoming,56007,1530781,1290475,1319996,1324296
Montgomery,illinois,17135,1093283,1188741,1274122,1324737
Fremont,colorado,8043,1248334,1269874,1295616,1325142
Carroll,iowa,19027,1247115,1296807,1315642,1325535
Grady,oklahoma,40051,1296396,1256968,1274825,1325781
Coshocton,ohio,39031,1551870,1383780,1329803,1331966
Burnet,texas,48053,1267335,1275662,1301004,1334951
Bingham,idaho,16011,1234736,1224788,1289411,1335050
Stutsman,north dakota,38093,1058119,1265419,1230690,1337331
Clark,wisconsin,55019,1293830,1362347,1394252,1337916
Jefferson,tennessee,47089,1239350,1262979,1307810,1338198
Bonner,idaho,16017,1203181,1255585,1288396,1339019
Hopkins,texas,48223,1296179,1285413,1291824,1341445
Greene,arkansas,5055,1316996,1283954,1315511,1342823
Rio Arriba,new mexico,35039,1428674,1415510,1406660,1343500
Christian,illinois,17021,1280011,1291070,1344448,1346262
Park,wyoming,56029,1356930,1345257,1329220,1346302
Codington,south dakota,46029,1308491,1293121,1339436,1347759
Brown,minnesota,27015,1265789,1201935,1292798,1348618
Trempealeau,wisconsin,55121,1205901,1205737,1247607,1351653
Newberry,south carolina,45071,1157734,1208181,1240576,1351736
Steuben,indiana,18151,1240647,1257372,1311702,1355799
Hale,texas,48189,1372721,1268627,1299060,1356731
Huron,michigan,26063,1401275,1319411,1330819,1357151
Lassen,california,6035,1298987,1346229,1340576,1358142
Jerome,idaho,16053,1151770,1235347,1265148,1359384
Doddridge,west virginia,54017,1273491,1237007,1475859,1360515
Jackson,west virginia,54035,744709,738935,729491,1360582
Le Flore,oklahoma,47099,1402994,1389376,1373567,1361405
Lawrence,indiana,18093,1287039,1322583,1311575,1363235
Deaf Smith,texas,48117,1698155,1514699,1442311,1365597
Catoosa,georgia,13047,1276749,1269812,1331936,1366360
Marion,illinois,17121,1277650,1280697,1287918,1372400
Crawford,kansas,20037,1312113,1303739,1357533,1373034
Jefferson,indiana,18077,1321585,1337154,1386775,1373639
Butler,missouri,29023,1401967,1365826,1366026,1375966
Silver Bow,montana,30093,1345729,1336930,1367335,1378646
Lyon,minnesota,27083,1454316,1367354,1341581,1378792
Barren,kentucky,21009,1365942,1365099,1375848,1381824
Walker,georgia,13295,1304835,1286265,1351362,1382991
Bryan,oklahoma,40013,1198302,1257544,1328173,1384160
Chatham,north carolina,37037,1329533,1327417,1374782,1384426
Freestone,texas,48161,1991526,1774119,1833862,1384485
Natchitoches,louisiana,22069,1282694,1273527,1369322,1385024
Coffee,georgia,13069,1250480,1292181,1338377,1389874
Polk,minnesota,27119,1156599,1189382,1285426,1391103
Habersham,georgia,13137,1286371,1317301,1344593,1392422
Halifax,north carolina,37083,1403555,1376816,1363691,1396171
Christian,missouri,29043,1347154,1341398,1354564,1397263
Blaine,idaho,16013,1277812,1297377,1366700,1400281
Scott,missouri,29201,1339001,1312292,1359554,1401953
Otoe,nebraska,31131,1135992,1383317,1391166,1406119
Jefferson,west virginia,54037,1370194,1380993,1386447,1406696
Okanogan,washington,53047,1329896,1405345,1426815,1408006
Gibson,tennessee,47053,1305682,1320334,1332477,1410486
Dawson,nebraska,31047,1334782,1413226,1360110,1411429
Albany,wyoming,56001,1471859,1459455,1501425,1411472
Montrose,colorado,8085,1301522,1314618,1359203,1413627
Pasquotank,north carolina,37139,1400204,1397687,1412519,1414396
Starr,texas,48427,1410342,1402458,1430751,1414905
St. Martin,louisiana,22099,1509427,1428451,1397653,1415755
Adams,indiana,18001,1239264,1281672,1351353,1416976
Appling,georgia,13001,1351221,1406512,1427534,1417429
Chisago,minnesota,27025,1308121,1342975,1387564,1418665
Shelby,kentucky,21211,1358955,1376677,1400602,1422182
Chattahoochee,georgia,13053,1779499,1555436,1427986,1422770
Lyon,nevada,32019,1245655,1318058,1361220,1428585
Essex,new york,36031,1398071,1400243,1411164,1428868
Decatur,indiana,18031,1247248,1292516,1374281,1431726
Barry,michigan,26015,1436439,1357971,1438438,1434575
Carroll,kentucky,21041,1422864,1429168,1426104,1436244
Henry,illinois,17073,1475718,1482948,1501490,1436917
Mayes,oklahoma,40097,1603114,1448127,1273558,1438706
Chesterfield,south carolina,45025,1406135,1402802,1397305,1438869
Calaveras,california,6009,1249325,1351739,1452571,1440250
Sagadahoc,androscoggin,23023,1406671,1432812,1444197,1442267
Garvin,oklahoma,40049,1593669,1405677,1439033,1442473
Morgan,illinois,17137,1378474,1376639,1365793,1445898
Dyer,tennessee,47045,1396564,1392440,1419381,1449259
Beaufort,north carolina,37013,1486506,1464391,1461204,1458160
Washington,mississippi,28151,1481042,1464412,1441935,1459333
Buena Vista,iowa,19021,1396750,1384319,1402443,1462894
Lavaca,texas,45059,1590498,1363519,1352895,1467751
Nicollet,minnesota,27103,1400610,1400726,1495668,1468349
Elk,pennsylvania,42047,1397570,1418356,1444515,1469386
Parmer,texas,48369,1582166,1329234,1442347,1469742
Randolph,illinois,17157,1540865,1510682,1423239,1470109
Coffee,alabama,1031,1349456,1375548,1410365,1470262
Clinton,pennsylvania,42035,1527318,1525767,1507144,1472252
Russell,alabama,1113,1417799,1437492,1427776,1472862
Texas,oklahoma,40139,1440645,1395116,1489301,1474341
Morton,north dakota,38059,1459401,1378960,1466400,1477280
Oneida,wisconsin,55085,1441718,1440977,1451053,1479908
Polk,wisconsin,55095,1437432,1398111,1408855,1481142
Crittenden,arkansas,5035,1493676,1464223,1483554,1481505
Autauga,alabama,1001,1518409,1526310,1422078,1483414
Stephens,oklahoma,40137,1673256,1474295,1440745,1484321
Storey,nevada,32029,793291,728269,1156934,1485373
Maverick,texas,48323,1396862,1403362,1440038,1487369
Lagrange,indiana,18087,1366762,1317524,1464687,1490183
Limestone,texas,48293,1432623,1369196,1407387,1491163
Edgecombe,north carolina,37065,1464921,1467042,1478580,1494281
Hillsdale,michigan,26059,1485024,1451015,1478343,1494487
Glenn,california,6021,1234667,1354291,1318557,1495087
Bladen,north carolina,37017,1534716,1499085,1529270,1495126
Phelps,missouri,29161,1445476,1461038,1464826,1495213
Navarro,texas,48349,1428644,1394937,1413194,1495539
Mason,washington,53045,1390049,1403255,1443303,1497857
Burleson,texas,48051,1063124,1024436,1251914,1498704
Scotts Bluff,nebraska,31157,1511358,1538525,1467883,1499979
Converse,wyoming,56009,1357388,1318663,1291753,1502510
Iron,utah,49021,1288849,1336554,1445031,1502630
Jessamine,kentucky,21113,1410397,1431319,1482306,1503480
Wyoming,new york,36121,1575129,1480151,1546389,1505437
Bedford,pennsylvania,42009,1470333,1434084,1498362,1505845
Lee,illinois,17103,1339798,1335417,1445488,1508358
Crockett,texas,48105,1749465,1646013,1773441,1509126
Ochiltree,texas,48357,1916909,1557060,1538049,1509261
Dearborn,indiana,18029,1553011,1552498,1547368,1510907
Oldham,kentucky,21185,1359293,1427548,1489256,1512023
Cumberland,tennessee,47035,1454409,1500820,1511868,1515362
Coryell,texas,48099,1331267,1435756,1502471,1516686
Green,wisconsin,55045,1453046,1448958,1453343,1516933
Mountrail,north dakota,38061,1945472,1524876,1482099,1518221
Sullivan,new hampshire,33019,1485561,1497579,1513465,1518317
Addison,vermont,50001,1380115,1472455,1516687,1519836
Ellis,kansas,20051,1499857,1500460,1490048,1520452
Bennington,vermont,50003,1467579,1484291,1485393,1523183
Posey,indiana,18129,1480476,1485397,1581104,1524491
Hopkins,kentucky,21107,1685754,1609850,1588555,1525769
Wayne,pennsylvania,42127,1441687,1456959,1486486,1526693
Cherokee,texas,48073,1466988,1567759,1514989,1529074
Lamar,mississippi,28073,1493843,1484859,1466856,1529539
Ionia,michigan,26067,1533220,1412179,1418911,1539368
Pettis,missouri,29159,1512883,1519841,1514428,1539823
Shelby,texas,48419,1523727,1349056,1441435,1540317
Wise + Norton,virginia,51195,1599742,1525804,1559653,1542134
Marion,iowa,19125,1486371,1463150,1481091,1546001
Bristol,rhode island,44001,1558599,1554376,1528241,1546297
Mercer,west virginia,54055,1595679,1548247,1541660,1548865
Benton,minnesota,27009,1481554,1538295,1564886,1548963
Oktibbeha,mississippi,28105,1487070,1515506,1517680,1549445
Morgan,indiana,18109,1355919,1435233,1447248,1550375
Snyder,pennsylvania,42109,1308338,1310081,1389748,1551086
Oxford,androscoggin,23017,1473755,1488812,1534604,1551556
Knox,androscoggin,23013,1483391,1520106,1533423,1555505
Plymouth,iowa,19149,1415752,1613598,1567910,1556493
Hancock,mississippi,28045,1529830,1526634,1513390,1558572
Calumet,wisconsin,55015,1523785,1538272,1518032,1561000
Loudon,tennessee,47105,1426738,1444532,1475299,1561274
Emmet,michigan,26047,1455912,1479016,1527464,1562456
Crawford,arkansas,5033,1528602,1517580,1542213,1567342
Jefferson,pennsylvania,42065,1563729,1512253,1538225,1569079
Johnson,missouri,29101,1540954,1551219,1557633,1569223
Haywood,north carolina,37087,1496082,1520300,1516459,1569361
Lee,iowa,19111,1751118,1641194,1551096,1580685
Montgomery,indiana,18107,1586663,1622504,1584277,1586433
Nelson,kentucky,21179,1493343,1485673,1529638,1586803
Marshall,indiana,18099,1571668,1593377,1590747,1587315
Warren,pennsylvania,42123,1554850,1538692,1549021,1591424
Morgan,colorado,8087,1527903,1494827,1559780,1592344
Montcalm,michigan,26117,1477933,1457961,1547111,1594841
Mifflin,pennsylvania,42087,1572633,1544588,1568453,1594976
Fremont,wyoming,56013,1742059,1668979,1609083,1595939
Culberson,texas,48109,839120,1081840,1425244,1601604
Eureka,nevada,32011,1236657,1489421,1764131,1602010
Acadia,louisiana,22001,1596865,1593043,1593431,1603705
Williams,ohio,39171,1550549,1602437,1553147,1603752
Isle of Wight,virginia,51093,1497018,1480525,1504248,1608390
Custer,oklahoma,40039,1561445,1486465,1562556,1608792
Nye,nevada,32023,1433332,1484407,1569375,1609430
Bedford,tennessee,47003,1646389,1630862,1567526,1609446
Beltrami,minnesota,27007,1511266,1566817,1569510,1616550
Callaway,missouri,29027,1567186,1564183,1482104,1617194
Dickson,tennessee,47043,1432647,1520211,1583911,1624735
Lawrence,ohio,39087,1620930,1684179,1562763,1626548
Ashland,ohio,39005,1609795,1598130,1595899,1627015
Titus,texas,48449,1774627,1769587,1917585,1627165
Wapello,iowa,19179,1648982,1572369,1597865,1628245
Whitley,kentucky,21235,1552774,1625077,1634463,1632913
Kittitas,washington,53037,1433210,1511912,1567079,1635688
Monroe,georgia,13207,1608722,1620927,1537759,1636124
Val Verde,texas,48465,1598445,1558081,1569346,1638997
Erath,texas,48143,1423892,1458608,1542395,1639702
Culpeper,virginia,51047,1563887,1589180,1604599,1643291
Rutherford,north carolina,37161,1560750,1578507,1588194,1643630
Wood,texas,48499,1599054,1580861,1657467,1643737
Cassia,idaho,16031,1442996,1522684,1493282,1648535
Amador,california,6005,1514323,1557733,1589308,1651760
Somerset,androscoggin,23025,1636459,1676901,1678925,1660106
Queen Anne's,maryland,24035,1496848,1533706,1620031,1668547
Independence,arkansas,5063,1489901,1572081,1582135,1670702
Colusa,california,6011,1693756,1579352,1472320,1673234
Routt,colorado,8107,1606787,1596244,1648606,1676236
Fayette,texas,48149,1663815,1617915,1702891,1676417
Ford,kansas,20057,1479374,1545775,1610187,1676999
Tazewell,virginia,51185,1592501,1564034,1687526,1678521
Washington,new york,36115,1685650,1679988,1691986,1678558
Kerr,texas,48265,1634397,1620694,1614033,1680749
Henderson,texas,48213,1567343,1569941,1643810,1680801
Moore,texas,48341,1767806,1753526,1765193,1682157
Sublette,wyoming,56035,2091659,1939614,1967659,1684220
Shiawassee,michigan,26155,1597659,1602095,1655238,1684436
Fulton,new york,36035,1628782,1685308,1729982,1687432
Madison,ohio,39097,1589351,1645255,1747084,1689443
Pittsburg,oklahoma,40121,1560897,1503975,1592070,1690497
Seneca,ohio,39147,1741555,1731778,1634317,1691055
Marshall,iowa,19127,1594637,1583533,1571406,1691952
Elmore,alabama,1051,1614849,1639742,1653310,1694188
Jefferson,illinois,17081,1690280,1686122,1680172,1695482
Franklin,new york,36033,1642841,1665124,1724479,1696153
Adams,nebraska,31001,1598569,1602055,1714119,1697971
Wythe,virginia,51197,1629260,1603056,1652204,1700187
Santa Cruz,arizona,4023,1538667,1544234,1620780,1701223
Pickaway,ohio,39129,1555383,1587230,1716544,1703465
Kay,oklahoma,40071,1672410,1649961,1679034,1704780
Boone,illinois,17007,1539986,1576573,1494617,1706969
Defiance,ohio,39039,1692186,1734683,1653830,1710144
Noble,indiana,18113,1648146,1639737,1665449,1712402
Irion,texas,48235,2129169,1822057,1845890,1717353
Newton,missouri,29145,1851696,1733178,1699140,1720273
Pike,ohio,39131,1561518,1687654,1616983,1721831
Tift,georgia,13277,1803154,1641382,1671954,1722446
Montour,pennsylvania,42093,1783793,1743495,1716419,1723924
Dunn,wisconsin,55033,1604214,1607784,1648020,1730099
Vermilion,louisiana,22113,1831775,1689785,1728755,1732086
Franklin,vermont,50011,1722598,1712118,1714423,1733921
King George,virginia,51099,1611555,1647267,1681384,1734726
Delaware,new york,36025,1721280,1688280,1759604,1738567
Clatsop,oregon,41007,1590705,1642705,1696418,1740163
Venango,pennsylvania,42121,1759210,1715875,1708831,1744639
Tooele,utah,49045,1707011,1758956,1786915,1748838
Stanly,north carolina,37167,1616731,1669552,1715003,1749811
Knox,illinois,17095,1789162,1834303,1763589,1750985
Livingston,illinois,17105,1787533,1900803,1764773,1753899
Lincoln,oregon,41041,1607582,1642186,1700511,1757779
Herkimer,new york,36043,1717691,1696935,1746998,1760557
Union,pennsylvania,42119,1708618,1720305,1732261,1763808
Waller,texas,48473,1748110,1651687,1682328,1764685
St. Clair,alabama,1115,1666235,1694102,1718514,1764952
DeKalb,alabama,1049,1728455,1621227,1688189,1768414
Dukes,massachusetts,25007,1660210,1678037,1718947,1769760
Greenlee,arizona,4011,1603588,1447670,1764250,1771158
Creek,oklahoma,40037,1724905,1709253,1714778,1772087
Clinton,michigan,26037,1660168,1705952,1763539,1773185
Siskiyou,california,6093,1724683,1802970,1811500,1776081
Cortland,new york,36023,1823915,1754693,1781987,1780484
McLeod,minnesota,27085,1837450,1884386,1910707,1782458
Dare,north carolina,37055,1760360,1741756,1770927,1787834
Effingham,georgia,13103,1618198,1665328,1744475,1789623
Warren,virginia,51187,1600420,1722197,1778793,1791015
Nantucket,massachusetts,25019,1673678,1695910,1722140,1791518
Montgomery,new york,36057,1731161,1742213,1809292,1796337
Montezuma,colorado,8083,1808550,1888742,2024058,1799102
Douglas,washington,53017,1688892,1743681,1822594,1799803
Polk,oregon,41053,1623371,1679784,1712544,1800079
Jim Wells,texas,48249,1937644,1565164,1650206,1812196
Douglas,minnesota,27041,1789164,1852248,1752586,1820998
Anderson,texas,48001,1733371,1761038,1757163,1821668
Kendall,texas,48259,1544589,1625835,1702032,1822462
Douglas,wisconsin,55031,1803681,1753599,1753087,1823784
Kershaw,south carolina,45055,1755177,1715811,1776576,1823910
Winkler,texas,48495,935699,920409,1283883,1824256
Ottawa,ohio,39123,1861788,1784783,1861090,1826546
Wharton,texas,48481,1706323,1583284,1723864,1826855
Laurens,georgia,13175,1671630,1774071,1845028,1835285
Clay,minnesota,27027,1741658,1766128,1780816,1837525
Darke,ohio,39037,1719201,2012476,1903407,1841018
Richmond,north carolina,37153,1754462,1770417,1748608,1845375
Vernon,louisiana,22115,1899629,1851785,1850151,1847621
Knox,indiana,18083,1784299,1857842,1909283,1860452
Tioga,new york,36107,1771057,1799913,1867065,1860690
Calhoun,texas,48057,2072589,2003469,1770487,1861259
Pottawatomie,oklahoma,40125,2004266,1903100,1872254,1864658
Bedford,virginia,51019,1856994,1826377,1820302,1864725
McKean,pennsylvania,42083,1818940,1771932,1824340,1865208
Camden,georgia,13039,1709746,1760908,1832731,1865713
Waupaca,wisconsin,55135,1906024,1924481,1885961,1866523
Lafayette,mississippi,28071,1724087,1839830,1855118,1869337
Bastrop,texas,48021,1742307,1741072,1782172,1881339
Hawkins,tennessee,47073,1832908,1861528,1893816,1881653
Barrow,georgia,13013,1690337,1720364,1794017,1884951
Dodge,nebraska,31053,1782769,1793309,1895362,1886102
Nez Perce,idaho,16069,1789641,1844174,1864193,1889423
Rhea,tennessee,47143,1476179,1626403,1701138,1892112
Knox,ohio,39083,1864195,1824453,1868251,1893132
Mower,minnesota,27099,1763936,1898568,1788469,1897575
Liberty,texas,48291,1764267,1728899,1783167,1898796
Athens,ohio,39009,1892880,1898820,1961671,1899070
Pitkin,colorado,8097,1810200,1864163,1871595,1900883
St. Joseph,michigan,26149,1884692,1986858,1929389,1903755
Cameron,louisiana,22023,1299342,1755741,1974504,1907462
Shenandoah,virginia,51171,1814521,1802589,1845788,1912088
Lincoln,louisiana,22061,1880249,1909955,1945577,1914163
Henderson,kentucky,21101,1947046,1983475,1927128,1917354
Logan,ohio,39091,1799183,1817093,1839684,1921506
Stephenson,illinois,17177,1981416,1994216,1897427,1923456
Watauga,north carolina,37189,1826776,1839582,1887055,1924260
Cherokee,south carolina,45021,1653332,1712230,1720725,1926264
McMinn,tennessee,47107,1805453,1873492,1888403,1926369
Spalding,georgia,13255,1868069,1844851,1902424,1932018
Clinton,ohio,39027,1764094,1787618,1827429,1933426
Montgomery,kansas,20125,1305381,1716351,1836641,1939453
Marinette,wisconsin,55075,1905560,1892890,1892254,1941011
Chambers,alabama,1017,1793988,1953597,1938158,1941217
Goochland,virginia,51075,1829582,1826867,2000507,1952541
Brookings,south dakota,46011,1814926,1901610,1859157,1957992
Frio,texas,48163,1804483,1636444,1812542,1972828
Chenango,new york,36017,1971041,1972456,1986133,1973842
Talbot,maryland,24041,1975109,1936586,1941443,1983724
Fulton,ohio,39051,2004665,1977001,1963895,1984068
Gila,arizona,4007,1975267,1895553,1979124,1985337
Laurel,kentucky,21125,1859409,1909331,1960167,1990777
Saline,arkansas,5125,1935576,1926672,1930880,1991439
Barron,wisconsin,55005,2003191,1784670,1861128,1993162
Lapeer,michigan,26087,1868234,1922854,1940893,1993372
Finney,kansas,20055,1893785,2018161,1926680,1995782
Harrison,ohio,39067,2354971,2746683,2480727,1996217
Chaves,new mexico,35005,2048359,2072346,2041275,2003504
McPherson,kansas,20113,1538048,1814155,1898548,2006354
Live Oak,texas,48297,2430555,2184215,2076604,2006611
Putnam,florida,12107,1978369,1972144,1987327,2009787
Walker,texas,48471,1873122,1948584,1972080,2011832
Pontotoc,oklahoma,40123,1811615,1906138,1995797,2013020
Warrick,indiana,18173,2011070,1970058,1963308,2015080
Livingston,new york,36051,1891610,1851189,1984716,2021448
Pulaski,missouri,29169,2073252,2011626,2034497,2022292
Brown,south dakota,46013,1940371,2034843,2011244,2025182
Carroll,new hampshire,33003,1962369,1962213,1988941,2029530
Shelby,indiana,18145,1912354,2032618,2010902,2032091
St. Francois,missouri,29187,1971961,1995731,1908134,2037226
Effingham,illinois,17049,1838013,1848777,1961274,2041960
Warren,mississippi,28149,1948142,1985431,2012304,2044502
Grant,wisconsin,55043,2038854,2021153,2055224,2046365
Matagorda,texas,48321,2026956,2036741,2105035,2046679
Thomas,georgia,13275,1994972,2001174,2021349,2050229
Pulaski,kentucky,21199,1960052,1988824,2003173,2051058
Sampson,north carolina,37163,2103971,2121400,2137020,2053485
Iberville,louisiana,22047,1846625,1920906,2066737,2056001
Greene,new york,36039,1991231,2067792,2093170,2057304
Walker,alabama,1127,1942586,1871326,1942619,2058416
Louisa,virginia,51109,2103313,1950034,2002348,2077558
Itasca,minnesota,27061,1924535,2038701,1985494,2079149
Robertson,texas,48395,2473354,2265218,2307161,2082871
Carteret,north carolina,37031,1939290,1970264,2031632,2088792
Whiteside,illinois,17195,2130629,1997881,2077581,2090471
Coos,oregon,41011,1941228,2000459,2041251,2091146
Madison,new york,36053,2076126,2031060,2099267,2093954
Webster,iowa,19187,2194846,2137710,2074199,2097183
Granville,north carolina,37077,2035253,2073674,2120106,2098627
Washington,texas,48477,1992892,1955645,1970314,2099987
Wilkes,north carolina,37193,2089128,2070085,2132974,2103352
Clinton,iowa,19045,2159484,2089255,2095720,2106560
Lincoln,north carolina,37109,1962659,2012355,2048504,2116667
Columbia,florida,12023,2084675,2043138,2078805,2117963
Duplin,north carolina,37061,2232948,2191274,2235975,2122949
Los Alamos,new mexico,35028,1994809,2082560,2113033,2128143
Taney,missouri,29213,2085010,2037254,2071937,2133363
Robertson,tennessee,47147,2147170,2150193,2147428,2138230
Henry + Martinsville,virginia,51087,2094279,2106958,2108303,2139523
Bulloch,georgia,13031,2028980,2060434,2118761,2141698
Lamar,texas,48277,1954872,1994090,2066720,2141896
Summit,colorado,8117,1954242,1997326,2100690,2144107
Chambers,texas,48071,2345280,2170174,2127467,2150371
Marion,west virginia,54049,2233791,2096605,2191170,2152179
Greene,tennessee,47059,2054252,2077386,2107274,2153404
Mercer,ohio,39107,1971952,1840435,1886572,2157710
Gallia,ohio,39053,1920237,2044957,2180751,2158774
Tioga,pennsylvania,42117,2021398,2104675,2086230,2158993
Flagler,florida,12035,1925200,2036334,2106231,2159015
Gordon,georgia,13129,1900852,1905260,2102470,2159797
Huron,ohio,39077,2121494,2066681,2168602,2163662
